"CustomerID","Age","UsageFrequency","SupportTickets","SubscriptionTier","SatisfactionScore","DataUsage_GB","ContractDuration_Months","Churn"
"CZA0870",52,13,2,"Basic",9,6.23283479941467,12,0
"CZA0871",27,20,1,"Standard",10,5.28577755596808,24,0
"CZA0872",29,12,3,"Basic",5,4.49384199684559,6,0
"CZA0873",65,21,1,"Basic",8,6.37337247618861,6,0
"CZA0874",51,19,1,"Premium",10,23.3185487979595,6,0
"CZA0875",71,18,1,"Standard",9,9.12750793952969,24,0
"CZA0876",60,17,4,"Basic",6,10.3929780047397,1,1
"CZA0877",19,6,2,"Basic",7,13.2913713592286,12,0
"CZA0878",61,13,1,"Basic",6,31.5072935096806,6,0
"CZA0879",73,14,4,"Basic",7,12.7169174468077,6,0
"CZA0880",57,9,1,"Basic",6,2.72106147660811,1,0
"CZA0881",25,13,3,"Basic",4,3.58422425811452,12,1
"CZA0882",75,11,1,"Standard",6,2.42876141217953,24,0
"CZA0883",60,14,1,"Basic",4,1.00603540115605,1,0
"CZA0884",27,6,1,"Standard",2,18.2381170873027,24,0
"CZA0885",64,14,0,"Basic",7,5.2299059127566,6,0
"CZA0886",76,14,3,"Premium",7,9.74232187135119,1,0
"CZA0887",44,22,1,"Premium",10,16.8969392692873,24,0
"CZA0888",36,3,1,"Basic",5,5.16402912922125,6,0
"CZA0889",34,13,1,"Basic",6,6.72292041661933,24,0
"CZA0890",32,16,2,"Premium",6,9.44210861707797,1,0
"CZA0891",53,18,2,"Basic",9,8.65481189984928,6,0
"CZA0892",65,9,6,"Premium",8,4.29726736978689,1,0
"CZA0893",60,10,1,"Basic",7,12.3242753985109,6,1
"CZA0894",52,19,3,"Standard",8,10.8259374410024,6,0
"CZA0895",68,16,5,"Basic",7,6.03807645104552,6,0
"CZA0896",65,15,2,"Basic",9,3.14034718537509,12,0
"CZA0897",19,18,1,"Premium",4,11.5113501350101,24,0
"CZA0898",42,9,3,"Premium",7,20.0707545725728,24,0
"CZA0899",21,17,0,"Basic",7,19.4211415898844,12,0
"CZA0900",67,14,2,"Basic",5,13.6105359736239,6,0
"CZA0901",75,4,2,"Basic",6,5.26881485436694,1,0
"CZA0902",52,12,1,"Basic",5,5.09396831439644,12,0
"CZA0903",71,22,1,"Premium",9,4.89698970489929,24,0
"CZA0904",54,17,4,"Basic",8,5.53898622262859,6,0
"CZA0905",59,12,2,"Standard",7,12.1390792067685,1,0
"CZA0906",50,22,2,"Premium",6,8.84168728230109,24,0
"CZA0907",65,15,2,"Premium",7,2.01485571945453,1,0
"CZA0908",74,15,3,"Basic",6,2.0089027131095,12,0
"CZA0909",69,20,2,"Standard",7,7.27188930290091,12,0
"CZA0910",22,15,2,"Basic",5,8.2067511219779,24,0
"CZA0911",18,14,0,"Premium",5,1.4692733525401,24,0
"CZA0912",21,17,2,"Basic",6,4.17238135822511,12,0
"CZA0913",72,22,2,"Standard",10,7.53299576151446,1,0
"CZA0914",54,8,2,"Basic",7,20.5579996100724,12,0
"CZA0915",37,14,2,"Standard",7,1.80577866149881,1,0
"CZA0916",77,18,0,"Basic",10,3.06850049883259,24,0
"CZA0917",55,13,0,"Premium",9,3.468718463776,24,0
"CZA0918",51,6,3,"Standard",7,8.35430734078568,24,0
"CZA0919",42,15,3,"Premium",5,9.3146409223939,24,0
"CZA0920",38,20,1,"Standard",10,5.90333554686587,24,0
"CZA0921",68,6,3,"Basic",5,2.39018296745812,6,0
"CZA0922",21,12,2,"Basic",6,4.75222680000388,12,1
"CZA0923",41,18,6,"Basic",8,4.99111738397772,24,0
"CZA0924",71,13,2,"Basic",7,6.41214020735582,6,0
"CZA0925",61,16,2,"Basic",6,23.0120876250562,24,0
"CZA0926",60,21,1,"Basic",9,4.60093999194118,6,0
"CZA0927",40,22,2,"Premium",8,7.79424065656365,24,0
"CZA0928",52,20,0,"Premium",7,4.50965728615509,1,0
"CZA0929",27,17,2,"Standard",7,3.10135931988948,24,0
"CZA0930",67,7,5,"Basic",4,11.5324353265923,24,0
"CZA0931",73,19,2,"Standard",8,3.54153384993046,12,0
"CZA0932",31,16,2,"Basic",7,50.1313435752008,6,0
"CZA0933",66,17,0,"Standard",7,7.88367413884916,12,0
"CZA0934",55,15,0,"Standard",8,7.7073737712744,6,0
"CZA0935",77,11,0,"Premium",3,7.05275522329763,24,0
"CZA0936",28,18,1,"Premium",8,26.8576817310689,12,0
"CZA0937",51,19,2,"Basic",9,11.7605296213152,12,0
"CZA0938",72,12,3,"Standard",8,6.19849517806697,12,0
"CZA0939",72,4,1,"Basic",8,3.26633034263693,6,0
"CZA0940",19,22,3,"Basic",7,3.5711603375195,12,0
"CZA0941",79,14,2,"Premium",5,4.26527853628568,12,0
"CZA0942",48,19,1,"Basic",8,17.2958035321845,1,0
"CZA0943",42,18,0,"Standard",5,6.47347395356136,6,1
"CZA0944",44,21,2,"Basic",10,4.34906536817325,6,0
"CZA0945",24,17,0,"Premium",6,12.8641147741437,6,0
"CZA0946",28,11,3,"Basic",7,18.9466287497776,1,1
"CZA0947",43,24,1,"Standard",8,4.54409215203311,12,0
"CZA0948",39,26,2,"Standard",6,5.41161310379003,24,0
"CZA0949",44,19,3,"Premium",8,9.40930347037898,6,0
"CZA0950",37,18,1,"Premium",6,7.36404146719835,12,0
"CZA0951",53,17,1,"Basic",9,9.82034770950432,6,0
"CZA0952",28,12,3,"Standard",3,24.5310329743974,24,0
"CZA0953",77,17,1,"Standard",7,7.08322570582649,1,0
"CZA0954",21,10,1,"Standard",4,6.07090940057945,6,0
"CZA0955",41,12,2,"Basic",8,10.3790580046874,6,0
"CZA0956",78,17,2,"Basic",6,7.13818704741684,1,0
"CZA0957",58,13,1,"Premium",8,11.4665665328515,6,0
"CZA0958",22,21,3,"Premium",7,6.3168470173103,24,0
"CZA0959",43,20,2,"Premium",8,10.0791194238358,12,0
"CZA0960",44,22,1,"Standard",10,2.4728751566229,6,0
"CZA0961",50,26,6,"Standard",8,7.46132163066915,1,0
"CZA0962",46,12,1,"Standard",9,5.14820859690056,6,0
"CZA0963",57,19,0,"Premium",9,3.21112132039132,24,0
"CZA0964",27,21,1,"Basic",10,5.53367169494723,12,0
"CZA0965",74,18,1,"Premium",4,9.58688924875089,24,0
"CZA0966",53,10,1,"Basic",6,7.88246029103866,6,0
"CZA0967",52,10,1,"Standard",4,12.0063855060643,1,0
"CZA0968",25,24,0,"Premium",10,14.2767090291446,6,0
"CZA0969",65,26,4,"Basic",10,13.1961460467882,6,0
"CZA0970",48,12,2,"Premium",5,5.88765376657975,6,0
"CZA0971",66,16,1,"Standard",6,2.91622701131099,24,0
"CZA0972",21,9,4,"Premium",3,6.0724704826643,12,0
"CZA0973",69,13,2,"Basic",8,16.7560402558823,6,0
"CZA0974",35,13,2,"Standard",9,6.78671174080328,6,0
"CZA0975",36,13,3,"Basic",4,2.34877952989875,12,0
"CZA0976",58,29,2,"Standard",7,10.4225138122817,12,0
"CZA0977",77,6,1,"Basic",7,9.00044047212056,1,0
"CZA0978",18,15,1,"Basic",9,5.5821703443141,6,0
"CZA0979",40,22,5,"Basic",9,8.34241757947549,1,0
"CZA0980",44,10,1,"Basic",6,19.270421752758,6,0
"CZA0981",46,13,3,"Premium",6,18.3464714715155,24,0
"CZA0982",62,15,2,"Standard",8,5.36873425760119,6,0
"CZA0983",75,22,1,"Standard",8,7.44442480041201,6,0
"CZA0984",57,13,1,"Standard",10,2.67015787144456,6,0
"CZA0985",74,10,2,"Standard",5,4.43963724629672,6,0
"CZA0986",65,17,1,"Premium",3,30.1374407713821,1,0
"CZA0987",27,3,2,"Basic",5,21.0859465829652,1,1
"CZA0988",28,8,2,"Standard",4,6.29352729844513,12,0
"CZA0989",30,20,2,"Standard",9,4.55066965150319,6,0
"CZA0990",45,17,1,"Standard",5,2.83874965237943,24,0
"CZA0991",23,6,2,"Premium",5,32.7281740154837,12,0
"CZA0992",32,18,1,"Standard",8,8.00639668164037,12,0
"CZA0993",53,3,4,"Standard",4,4.87556387019959,1,0
"CZA0994",43,11,1,"Basic",3,15.7154945009414,6,0
"CZA0995",53,16,0,"Standard",5,3.42222155268316,1,0
"CZA0996",69,10,4,"Premium",5,12.2876530153622,6,0
"CZA0997",58,23,1,"Premium",10,20.259204055879,1,0
"CZA0998",42,23,3,"Premium",8,6.37816786910883,6,0
"CZA0999",62,10,1,"Basic",8,20.4073812363481,12,0
"CZA1000",25,23,2,"Premium",9,11.5777598322758,24,0
