"CustomerID","Age","SubscriptionTier","ContractDuration_Months","DataUsage_GB","UsageFrequency","SupportTickets","SatisfactionScore","Churn"
"CZA0939",27,"Standard",4,0.9,15.7,5,6,0
"CZA0940",18,"Basic",1,8.3,2.2,7,3,1
"CZA0941",20,"Basic",1,0.7,4.5,7,3,1
"CZA0942",25,"Basic",2,1.8,4.5,1,6,0
"CZA0943",53,"Standard",1,18.7,8.8,6,4,1
"CZA0944",38,"Standard",18,0.8,8.7,4,5,1
"CZA0945",23,"Standard",36,1.1,7.2,1,7,0
"CZA0946",45,"Basic",12,11.4,1,1,7,0
"CZA0947",18,"Standard",24,2.7,8.8,0,7,0
"CZA0948",35,"Standard",12,2,10.5,1,7,0
"CZA0949",51,"Premium",2,9.8,15.2,4,4,1
"CZA0950",34,"Standard",4,12.6,9.9,5,6,0
"CZA0951",54,"Premium",18,4.6,16.8,2,7,0
"CZA0952",60,"Basic",36,0.2,6.2,2,8,0
"CZA0953",24,"Standard",4,14.6,13.1,3,7,0
"CZA0954",24,"Standard",18,12,9.2,3,5,0
"CZA0955",27,"Basic",1,0.2,5.5,5,6,1
"CZA0956",44,"Basic",3,1.7,3.7,1,6,1
"CZA0957",48,"Standard",12,12.6,7.3,0,8,0
"CZA0958",53,"Basic",12,10.2,7,3,7,0
"CZA0959",54,"Premium",18,7.7,19.4,2,5,0
"CZA0960",51,"Standard",12,7.3,6.3,2,6,0
"CZA0961",49,"Basic",18,1.7,1.8,6,4,0
"CZA0962",40,"Basic",18,0.6,8.3,2,7,0
"CZA0963",27,"Standard",36,26,12.2,2,8,0
"CZA0964",29,"Standard",1,2.9,5.8,6,4,1
"CZA0965",43,"Standard",4,3.6,11.7,1,6,0
"CZA0966",58,"Basic",12,2.9,7.6,1,7,0
"CZA0967",58,"Standard",18,2.2,13.3,2,6,0
"CZA0968",18,"Standard",6,14,9.1,6,4,1
"CZA0969",28,"Basic",2,1.1,2,5,4,0
"CZA0970",55,"Standard",12,12.1,9.1,0,7,0
"CZA0971",25,"Basic",4,1.8,4.2,5,6,0
"CZA0972",19,"Premium",4,8.3,19.2,6,5,0
"CZA0973",45,"Standard",12,7.8,13.7,1,8,0
"CZA0974",59,"Basic",24,3,6.3,1,10,0
"CZA0975",61,"Standard",18,16.1,8.7,1,9,0
"CZA0976",44,"Standard",36,6.4,10,1,5,0
"CZA0977",47,"Premium",18,27.1,23.4,3,6,0
"CZA0978",45,"Basic",6,7.3,6.5,3,6,0
"CZA0979",38,"Standard",36,5.3,12.3,1,7,0
"CZA0980",18,"Premium",2,35.7,11,3,6,0
"CZA0981",47,"Basic",12,2.5,4.8,0,7,0
"CZA0982",33,"Standard",36,7.7,10.6,3,8,0
"CZA0983",50,"Basic",12,0.5,8.3,2,6,0
"CZA0984",30,"Premium",12,21.3,25,1,8,0
"CZA0985",18,"Basic",3,0.8,3.2,3,6,0
"CZA0986",53,"Basic",12,3,5.8,0,7,0
"CZA0987",40,"Basic",4,2.9,4.9,1,6,0
"CZA0988",80,"Standard",12,54.5,10.2,4,6,0
"CZA0989",49,"Premium",12,84.2,12.5,1,6,0
"CZA0990",51,"Premium",12,15.5,14.2,3,6,0
"CZA0991",47,"Premium",12,31,25.5,2,7,0
"CZA0992",31,"Standard",36,9.6,11.3,1,8,0
"CZA0993",34,"Basic",2,2.6,3.6,4,6,1
"CZA0994",51,"Basic",12,1.1,1.5,2,5,0
"CZA0995",51,"Basic",18,6.9,4.4,2,7,0
"CZA0996",45,"Premium",18,29.1,22.9,2,6,0
"CZA0997",26,"Standard",2,5.7,12.5,1,8,0
"CZA0998",58,"Basic",3,1.5,2.9,3,4,1
"CZA0999",22,"Standard",1,1.5,13.1,4,8,0
"CZA1000",33,"Basic",18,2.4,4.3,1,6,0
